h_team_id,a_team_id,day,fix_time,fix_round,temp,rain,distance,dist_time,sunset,attend,hw_odds,d_odds,h_injuries,a_injuries,h_suspensions,a_suspensions,h_penalty_c,a_penalty_c,win_lg,draw_lg,loss_lg,derby,league_pos_h,league_pos_a,tv,tv_all,radius_25k,last_home_game,points_top,points_bottom,season
10,14,7,19.450001,23,15,1,115,94,21.200001,1710,.44440001,3.3333001,2,1,1,1,0,0,0,0,1,0,7,1,0,0,0,13,23,12,2014
14,9,6,19.450001,24,15,0,124,77,21.02,750,6,3,2,1,1,0,0,0,0,1,0,0,1,9,0,0,0,4,41,-6,2014
1,5,6,19.450001,24,16,1,53,42,20.549999,1180,1.15,2.25,1,2,1,0,0,0,0,0,1,0,5,4,0,0,0,4,28,7,2014
2,10,6,19.450001,24,16,1,227,135,20.549999,180,7,3.2,3,3,1,1,0,0,0,0,1,0,2,8,0,0,0,15,35,0,2014
4,3,6,19.450001,24,16,1,400,283,20.549999,700,1.3,2.2,2,2,1,3,0,0,0,0,1,0,7,11,0,0,0,15,23,12,2014
6,13,6,19.450001,24,16,1,280,164,20.58,2256,.36359999,3.3299999,2,0,0,0,0,0,0,1,0,0,12,6,0,0,0,12,0,35,2014
11,12,6,20,24,16,1,12,25,20.549999,786,.1428,6,2,3,1,0,0,0,0,0,1,0,10,3,0,0,1,14,10,25,2014
3,2,2,19.450001,25,15,0,217,156,20.540001,2531,.16670001,5.5,3,3,1,0,0,0,1,0,0,0,11,2,0,0,0,10,4,34,2014
5,4,2,19.450001,25,13,0,200,152,20.5,688,1.75,2.3,2,2,2,0,0,0,0,0,1,0,4,7,0,0,0,10,31,7,2014
11,13,2,19.450001,25,14,0,202,130,20.49,711,.5,2.75,2,0,1,0,0,0,1,0,0,0,10,5,0,0,2,3,10,28,2014
10,6,2,19.450001,25,12,0,170,147,21,2139,2.3,2.25,4,2,0,0,1,0,1,0,0,0,8,12,0,0,0,9,21,17,2014
12,14,2,19.450001,25,14,1,124,77,20.49,291,1.6,2.2,3,4,0,2,0,0,0,0,1,0,3,1,0,0,2,10,38,0,2014
13,4,2,19.450001,26,15,0,359,285,20.33,400,1.5,2.3,0,3,0,0,0,0,1,0,0,0,5,6,0,0,0,18,28,10,2014
14,3,6,19.450001,26,15,0,210,160,20.309999,500,5,2.4000001,3,4,1,0,0,0,0,1,0,0,1,11,0,0,0,11,43,-5,2014
2,12,6,19.450001,26,15,0,28,25,20.32,250,.94999999,2.5999999,4,2,1,0,0,0,0,1,0,0,2,3,0,0,0,11,38,0,2014
4,11,6,19.450001,26,14,0,246,174,20.32,1500,2.0999999,2.2,3,0,0,1,0,0,1,0,0,0,7,10,0,0,0,7,24,14,2014
6,1,6,19.450001,26,15,0,85,59,20.26,2614,.44440001,2.9000001,2,2,0,1,0,0,0,1,0,0,12,5,0,0,0,7,0,38,2014
13,5,6,19.450001,26,15,0,247,150,20.32,400,1,2.3,5,2,0,1,0,0,0,0,1,0,6,4,0,0,0,4,28,10,2014
9,10,6,20,26,15,0,207,157,20.32,1800,1.1,2.25,2,2,1,2,0,0,0,1,0,0,9,8,0,0,0,7,13,25,2014
1,2,6,19.450001,27,16,0,25,50,20.07,2296,.44440001,3,2,2,1,4,0,0,0,0,1,0,4,3,0,0,2,11,32,9,2014
3,9,6,19.450001,27,17,0,252,150,20.139999,3265,1.6,2.2,3,2,0,0,0,0,0,1,0,0,11,9,0,0,0,11,6,35,2014
12,13,6,19.450001,27,16,0,202,130,20.07,149,3.3329999,2.4000001,2,2,0,0,0,0,0,0,1,0,2,5,0,0,0,18,41,0,2014
5,14,6,19.450001,27,15,0,168,103,20.08,950,.727,2.5,1,3,2,0,0,0,1,0,0,0,6,1,0,0,0,18,29,12,2014
11,6,6,19.450001,27,16,0,85,59,20.07,1653,1.8,2.25,0,2,0,0,0,0,1,0,0,0,10,12,0,0,0,14,11,30,2014
4,10,6,19.450001,27,13,0,116,116,20.219999,1500,1.4,2.0999999,2,3,0,1,0,0,0,0,1,0,7,8,0,0,0,7,27,14,2014
6,4,2,19.450001,27,13,0,200,147,20.02,2171,.53329998,2.75,2,1,0,1,0,0,0,0,1,0,12,7,0,0,0,10,0,41,2014
10,1,2,19.450001,27,12,0,207,157,20.1,1040,.85000002,2.4000001,3,3,4,1,0,0,0,0,1,0,8,4,0,0,0,21,24,17,2014
14,1,6,19.450001,28,16,1,124,77,19.4,860,2.0999999,2.3,3,2,0,1,0,0,0,1,0,0,1,4,0,0,0,14,47,-3,2014
10,5,7,19.450001,28,15,0,190,140,19.4,1247,.57139999,2.75,4,3,0,0,0,0,1,0,0,0,8,5,0,0,0,12,24,20,2014
13,3,1,17.299999,28,17,1,100,84,19.379999,1200,2.5999999,2.4000001,1,2,2,2,0,0,0,0,1,0,7,11,0,0,0,23,31,13,2014
1,9,3,19.450001,28,15,0,12,25,19.23,2296,2.4000001,2.2,3,0,3,0,0,0,0,1,0,1,4,9,0,0,0,18,32,12,2014
3,10,6,19.450001,29,14,0,263,240,19.25,3077,.80000001,2.4000001,1,5,0,0,0,0,1,0,0,0,11,8,0,0,0,21,3,41,2014
1,13,6,19.450001,29,13,0,202,130,19.16,774,.90899998,2.3,3,4,0,0,0,0,0,1,0,0,5,4,0,0,0,3,30,14,2014
4,14,6,19.450001,29,12,0,218,207,19.139999,1000,.61540002,2.75,0,3,2,0,0,0,1,0,0,0,7,1,0,0,0,10,27,17,2014
12,6,6,19.450001,29,13,0,85,59,19.16,676,9,4.5,3,2,1,0,0,0,0,0,1,0,2,12,0,0,0,21,44,0,2014
11,9,6,19.450001,29,13,0,6,10,19.16,2188,1.1,2.3,0,1,2,0,0,0,1,0,0,1,10,9,0,0,0,14,8,36,2014
5,2,6,19.450001,29,12,0,88,56,19.16,750,.61540002,2.5,2,1,3,0,0,0,1,0,0,0,6,3,0,0,0,14,28,16,2014
11,1,3,19.450001,30,16,0,6,20,19.02,931,.75,2.3,0,3,0,0,0,0,0,1,0,1,10,6,0,0,0,4,10,37,2014
9,12,3,20,30,16,0,10,20,19.02,700,.18179999,5,2,0,1,0,0,0,0,1,0,0,9,2,0,0,1,18,17,30,2014
3,5,6,20,30,12,0,245,175,19.09,3023,.5,2.8,1,1,1,1,0,0,1,0,0,0,11,5,1,0,0,7,3,44,2014
10,12,7,19.450001,30,10,1,207,157,19.049999,1017,.33329999,3.5,4,2,0,0,0,0,0,0,1,0,8,2,0,0,0,14,27,20,2014
12,3,6,19.450001,31,12,0,252,150,18.42,425,11,5,2,3,0,0,0,1,0,0,1,0,2,11,0,0,2,14,47,0,2014
14,6,6,19.450001,31,9,0,201,117,18.49,1000,9,4,3,3,1,0,0,0,0,0,1,0,1,12,0,0,0,7,48,-1,2014
1,10,6,19.450001,31,12,0,207,157,18.42,1093,1.5,2.25,2,5,1,1,0,0,0,0,1,0,6,8,0,0,2,14,30,17,2014
4,13,6,19.450001,31,10,0,359,285,18.549999,600,.90899998,2.5,0,3,1,1,0,0,0,1,0,0,7,4,0,0,0,3,28,19,2014
5,11,6,19.450001,31,10,0,53,42,18.42,700,4.5,2.5999999,1,1,1,1,0,0,0,0,1,0,5,10,0,0,0,14,30,17,2014
9,2,6,20,31,11,0,23,30,18.42,1000,.25,5,3,0,1,4,0,0,1,0,0,0,9,3,0,0,2,5,14,33,2014
6,9,2,19.049999,31,11,0,90,65,18.35,3012,.83329999,2.25,2,2,0,1,0,0,1,0,0,0,12,9,1,0,0,23,0,50,2014
11,14,6,19.450001,32,15,1,124,77,18.25,1084,9,5,0,1,1,1,0,0,1,0,0,0,10,1,0,1,1,7,7,43,2014
13,10,6,19.450001,32,11,1,223,174,18.24,600,1.625,2.2,4,6,0,0,0,0,1,0,0,0,6,8,0,1,0,7,31,19,2014
5,9,6,19.450001,32,15,1,53,42,18.26,1000,3,2.4000001,2,1,2,1,0,0,0,0,1,0,4,9,0,1,0,7,33,17,2014
4,12,6,19.450001,32,14,1,246,174,18.379999,1000,.333,3.75,1,2,1,2,0,0,0,0,1,0,7,2,0,1,0,7,31,19,2014
3,1,6,19.450001,32,15,1,252,150,18.379999,6219,.44440001,3.3333299,3,2,0,2,0,0,1,0,0,0,11,5,0,1,0,14,0,50,2014
2,6,6,19.450001,32,15,1,116,69,18.26,2000,9,5,2,3,0,0,0,0,0,0,1,0,3,12,1,0,1,18,45,5,2014
14,2,6,19.450001,33,9,0,142,84,18.17,1000,.6153,2.75,2,2,2,0,1,0,1,0,0,0,1,3,0,1,0,14,51,-1,2014
1,4,6,19.450001,33,11,0,246,174,18.110001,1155,1.1,2.4000001,2,0,0,0,0,0,0,0,1,0,5,7,0,1,2,14,35,15,2014
6,3,6,19.450001,33,9,1,272,190,18.1,5300,.90899998,2.25,2,3,0,0,0,0,0,1,0,0,11,12,1,0,0,11,1,49,2014
9,13,6,19.450001,33,11,0,202,130,18.09,1500,.6153,2.5999999,1,5,2,1,1,0,1,0,0,0,9,7,0,1,2,14,13,37,2014
10,11,6,19.450001,33,10,1,207,157,18.18,910,1.6,2.2,5,0,1,0,0,0,0,0,1,0,8,10,0,1,0,20,29,21,2014
12,5,6,19.450001,33,11,0,60,50,18.110001,450,1.375,2.4000001,1,3,2,1,0,0,1,0,0,0,2,4,0,1,2,14,50,0,2014
6,16,6,19.450001,1,9,0,132,116,18.120001,3336,.33329999,3.75,2,1,1,0,0,0,1,0,0,0,12,12,0,1,0,40,0,0,2015
15,4,6,19.450001,1,10,0,227,223,18.23,2245,1.5,2.2,2,4,1,3,0,0,0,1,0,0,12,12,0,1,0,40,0,0,2015
9,11,6,19.450001,1,9,0,6,10,18.120001,4483,1.5,2.2,0,1,5,2,0,0,1,0,0,1,12,12,1,0,0,40,0,0,2015
2,5,7,17.450001,1,13,0,88,56,18.129999,973,1.25,2.25,0,1,1,2,0,0,0,1,0,0,9,8,0,0,0,40,3,0,2015
13,1,7,18.299999,1,12,0,202,130,18.24,920,1.75,2.2,2,2,0,3,0,0,0,0,1,0,6,8,0,0,0,40,3,0,2015
10,3,7,19.450001,1,12,1,263,240,18.219999,3082,1.2,2.25,1,1,1,1,0,0,0,0,1,0,7,5,0,0,0,40,3,0,2015
11,2,6,19.450001,2,5,0,28,25,18.25,1329,.22220001,5,2,0,0,0,1,0,0,0,1,0,2,4,0,0,1,47,3,0,2015
5,10,6,19.450001,2,5,0,190,140,18.25,700,4,2.3,1,2,0,0,0,0,1,0,0,0,9,7,0,0,0,47,0,3,2015
4,6,6,19.450001,2,6,0,200,147,18.379999,3000,3,2.3,4,1,0,0,0,0,1,0,0,0,11,8,0,0,0,47,0,3,2015
3,13,6,19.450001,2,5,0,100,84,18.34,4817,.333,3.75,3,1,0,0,1,0,0,1,0,0,6,1,0,0,0,47,2,1,2015
1,15,6,19.450001,2,5,0,209,144,18.25,1488,.92000002,2.25,3,2,0,0,0,0,1,0,0,0,12,5,0,0,1,47,0,3,2015
16,9,7,19.299999,2,5,0,121,86,18.33,1872,3,2.25,1,1,0,1,0,0,0,0,1,0,4,7,0,0,0,47,6,0,2015
9,3,6,20,3,8,0,252,150,18.379999,4000,1.15,2.2,0,3,0,0,0,0,1,0,0,0,11,8,0,0,0,14,0,6,2015
15,5,6,19.450001,3,9,0,253,157,18.49,1375,1.375,2.25,3,1,0,0,0,0,0,0,1,0,4,10,0,0,0,14,6,0,2015
6,11,6,19.450001,3,7,0,89,55,18.379999,3749,1.4,2.3,1,2,0,0,0,0,1,0,0,0,9,7,0,0,0,14,0,6,2015
2,1,7,17.450001,3,9,0,25,50,18.389999,500,3.3329999,2.3,0,2,0,0,0,0,0,0,1,0,2,10,0,0,0,14,9,0,2015
13,16,7,19,3,10,0,159,136,18.49,481,2.75,2.3,1,0,1,0,0,0,0,0,1,0,1,3,0,0,0,14,9,0,2015
10,4,7,19.450001,3,9,0,138,116,18.49,2163,.727,2.4000001,2,2,0,0,0,0,0,0,1,0,4,7,0,0,0,14,8,1,2015
10,9,3,19.450001,4,6,0,207,157,18.540001,2230,1.7,2.2,3,1,0,0,0,0,0,1,0,0,4,10,0,0,0,3,7,7,2015
11,4,3,19.450001,4,5,0,246,174,18.450001,942,.667,2.5,3,3,2,1,0,0,0,0,1,0,6,7,0,0,0,11,6,4,2015
16,2,3,18,4,5,0,139,96,18.51,420,.667,2.5,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,10,8,0,2015
5,13,3,19.450001,4,5,0,247,150,18.450001,574,.727,2.4000001,0,2,0,1,0,1,0,0,1,0,9,2,0,0,0,11,3,1,2015
3,15,3,19.450001,4,6,0,198,159,18.530001,2934,.36300001,3.2,1,4,0,1,0,0,0,1,0,0,8,5,0,0,0,11,4,3,2015
1,6,3,19.450001,4,5,0,85,59,18.450001,1893,3.5,2.3,2,1,0,0,0,0,1,0,0,0,12,11,0,0,0,11,0,9,2015
9,1,6,20,5,9,0,12,25,18.51,4500,.61500001,2.5,1,2,0,0,0,0,1,0,0,1,11,10,0,1,0,7,2,10,2015
15,16,6,19.450001,5,11,0,131,102,19.02,1251,1.62,2.0999999,5,3,0,0,0,0,1,0,0,0,4,6,0,1,0,7,9,3,2015
6,10,6,19.450001,5,9,0,170,147,18.52,3021,.667,2.5999999,1,3,0,0,0,0,1,0,0,0,12,3,1,0,0,7,0,12,2015
4,5,6,19.450001,5,10,0,200,152,19.040001,900,.80000001,2.3,2,2,0,1,0,0,0,0,1,0,5,8,0,1,0,14,8,4,2015
2,3,7,17.450001,5,11,0,217,156,18.52,350,8.5,3,3,3,0,0,0,0,0,0,1,0,1,9,0,0,0,6,15,0,2015
13,11,7,19,5,9,0,202,130,19.01,425,9,3.2,1,4,0,0,0,0,0,1,0,0,2,7,0,0,0,6,13,2,2015
10,2,6,17.450001,6,10,0,227,135,20.129999,1723,.28,4,2,2,0,1,0,2,0,0,1,0,3,1,0,0,0,10,13,0,2015
9,15,6,20,6,9,0,209,135,20.299999,2328,.333,3.3299999,1,4,0,2,0,0,0,1,0,0,10,4,0,0,0,7,4,9,2015
5,1,6,19.450001,6,9,0,53,42,20.299999,1226,2.5999999,2.3,2,2,1,0,0,0,0,0,1,0,5,9,0,0,0,10,8,5,2015
3,4,6,19.450001,6,9,0,400,283,20.1,5104,.69999999,2.5999999,2,4,0,0,0,0,1,0,0,0,11,7,0,0,0,10,4,9,2015
13,6,7,19,6,15,0,280,164,20.139999,720,13,4.5,1,1,0,0,0,0,0,0,1,0,1,12,0,0,0,6,13,0,2015
16,11,7,19,6,14,0,118,85,20.120001,1024,3,2.4000001,0,2,1,1,1,0,1,0,0,0,7,8,0,0,0,10,8,5,2015
11,3,6,19.450001,7,13,0,252,150,20.16,1728,1.2,2.25,0,0,0,0,0,0,0,1,0,0,8,11,0,0,1,18,6,7,2015
15,10,6,19.450001,7,14,0,138,121,20.27,1762,3,2.4000001,4,3,2,2,0,0,0,0,1,0,3,1,0,0,0,15,13,1,2015
6,5,6,19.450001,7,13,0,32,30,20.18,3457,.222,5,1,2,0,0,0,0,0,1,0,1,12,5,0,0,0,15,0,14,2015
4,9,6,19.450001,7,10,0,246,174,20.299999,1409,2.75,2.3,2,0,0,0,0,0,0,0,1,0,6,10,0,0,0,15,9,5,2015
1,16,6,19.450001,7,13,0,119,92,20.16,1510,.75,2.4000001,0,1,1,1,0,0,1,0,0,0,9,7,0,0,1,18,3,6,2015
2,13,7,17.450001,7,10,0,212,130,20.18,500,1.4,2.25,0,0,1,0,0,0,1,0,0,0,3,2,0,0,0,14,16,6,2015
9,6,6,20,8,10,0,90,65,20.290001,4000,1.875,2.0999999,0,0,1,0,1,0,0,1,0,0,9,12,0,0,1,14,4,4,2015
16,10,6,19.450001,8,12,0,92,73,20.360001,1100,1.9,2.25,4,0,0,0,0,0,0,0,1,0,7,3,0,0,0,13,11,5,2015
15,13,6,19.450001,8,14,0,98,99,20.4,1232,1,2.25,3,0,1,0,1,0,0,0,1,0,2,1,0,0,0,7,16,0,2015
5,3,6,19.450001,8,10,0,245,175,20.290001,597,5,2.5,1,2,0,0,0,0,0,0,1,0,5,10,0,0,0,14,12,4,2015
4,2,6,19.450001,8,12,0,274,200,20.43,1032,.53299999,2.75,3,0,0,0,0,0,0,1,0,0,6,4,0,0,0,7,11,5,2015
1,11,6,19.450001,8,10,0,6,20,20.290001,2400,2,2.3,2,1,0,0,0,0,1,0,0,1,11,8,0,0,1,7,8,8,2015
10,1,2,19.450001,9,12,0,207,157,20.450001,1327,1.2,2.2,4,0,1,0,0,0,0,1,0,0,3,9,0,0,0,17,14,3,2015
11,5,2,19.450001,9,10,0,53,42,20.34,1000,.333,3.75,2,1,0,0,0,1,1,0,0,0,8,4,0,0,1,10,6,11,2015
13,4,2,19.450001,9,15,0,212,130,20.42,354,4,2.5,1,4,0,0,0,1,0,0,1,0,1,6,0,0,0,16,17,0,2015
6,15,2,19.450001,9,12,0,287,194,20.360001,2693,.167,5.5,7,0,0,0,0,0,0,1,0,0,12,2,0,0,0,10,0,18,2015
3,16,2,19.450001,9,11,0,283,198,20.389999,2511,.40000001,3.3329999,2,0,0,0,0,0,1,0,0,0,11,7,0,0,0,17,2,15,2015
2,9,2,19.450001,9,11,0,23,30,20.33,1200,6.5,3,2,0,0,0,0,0,0,1,0,0,5,10,0,0,1,9,13,4,2015
11,10,6,19.450001,10,12,0,207,157,20.41,1259,.60000002,2.8,1,3,0,0,0,0,0,1,0,0,8,3,0,1,0,4,8,12,2015
5,16,6,19.450001,10,12,0,117,105,20.41,651,1.6,2.2,1,2,0,0,0,0,0,1,0,0,5,6,0,1,0,7,15,5,2015
4,1,6,19.450001,10,12,0,246,174,20.57,2000,1.4,2.0999999,8,1,0,0,0,0,1,0,0,0,7,9,0,1,0,7,11,9,2015
3,6,6,19.35,10,11,0,272,190,20.459999,6900,1.75,2.0999999,0,3,0,0,0,1,1,0,0,0,11,12,1,0,0,4,2,18,2015
2,15,7,17.450001,10,9,0,228,185,20.440001,400,1.6,2.25,0,3,0,0,0,0,0,0,1,0,4,2,0,0,0,5,19,3,2015
13,9,7,19,10,8,0,202,130,20.51,564,10,4,0,1,0,0,0,0,0,0,1,0,1,9,0,0,0,5,23,0,2015
15,11,6,19.450001,11,10,1,207,141,21.040001,1355,5,2.5,5,2,0,0,0,0,1,0,0,0,5,8,0,0,0,14,17,5,2015
9,5,6,20,11,9,0,53,42,20.540001,2341,.25,4,1,2,0,1,0,0,0,1,0,0,10,4,0,0,0,14,6,16,2015
10,13,7,19.450001,11,9,0,223,174,21.08,1072,.40000001,3.2,2,0,0,0,0,0,0,0,1,0,3,1,0,0,0,12,19,3,2015
16,4,7,19.299999,11,8,1,179,172,21.030001,1200,1.5,2.25,2,3,0,1,0,0,1,0,0,0,7,6,0,0,0,15,14,8,2015
6,2,2,15,11,12,0,116,69,21.02,3249,.14300001,6,0,1,0,0,0,1,1,0,0,0,12,2,0,0,0,14,0,22,2015
1,3,2,17.1,11,13,0,252,150,20.59,1641,2.2,2.0999999,0,1,0,0,0,0,1,0,0,0,8,10,0,0,0,17,6,15,2015
1,13,6,19.450001,12,8,1,202,130,21.059999,1200,.44400001,3,2,0,0,0,0,0,0,1,0,0,8,1,0,0,0,4,8,16,2015
3,10,6,19.450001,12,8,0,263,240,21.040001,2882,.57099998,2.5999999,2,3,0,0,0,0,0,1,0,0,10,4,0,0,0,14,7,17,2015
4,15,6,19.450001,12,10,1,272,233,21.219999,1000,.69999999,2.5,4,8,0,1,0,0,0,1,0,0,6,5,0,0,0,14,16,8,2015
5,2,6,19.450001,12,8,1,88,56,21.059999,446,.667,2.5,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,14,21,3,2015
16,6,7,19.299999,12,14,1,130,113,21.16,1400,7,3,0,0,1,0,0,0,0,1,0,0,7,12,0,0,0,7,16,8,2015
3,5,2,19.450001,13,11,0,245,178,21.139999,2142,.25,4,3,1,0,1,1,0,1,0,0,0,11,4,0,0,0,3,7,20,2015
11,9,2,19.450001,12,13,1,6,10,21.110001,2591,1.3,2,3,1,0,0,0,0,1,0,0,1,8,9,0,0,0,17,11,16,2015
6,4,6,19.450001,13,14,0,200,147,21.209999,3106,.2,4.5,1,3,0,0,0,0,1,0,0,0,12,6,0,0,0,11,0,27,2015
15,1,6,19.450001,13,13,1,209,144,21.290001,1106,3,2.4000001,1,0,0,0,2,1,1,0,0,0,5,9,0,0,0,14,20,7,2015
9,16,6,20,13,14,1,121,86,21.18,1500,.36399999,3.2,1,0,0,1,0,0,0,0,0,0,10,7,0,0,0,14,8,19,2015
10,5,7,19.450001,13,10,0,190,140,21.33,1048,.44400001,3,2,3,0,3,0,0,0,0,1,0,3,4,0,0,0,14,27,3,2015
13,3,7,19,13,11,0,100,84,21.26,605,7.5,3.2,1,3,0,0,0,0,0,0,1,0,1,11,0,0,0,21,30,0,2015
2,11,7,17.450001,13,12,0,28,25,21.18,1000,10,4,0,4,0,0,0,0,0,0,1,0,2,8,0,0,0,21,28,2,2015
11,6,6,19.450001,14,16,0,85,59,21.290001,2000,19,4.5,1,1,0,0,0,0,0,0,1,0,8,12,0,0,0,12,13,17,2015
5,15,6,19.450001,15,16,0,253,157,21.290001,638,1.875,1.75,1,4,0,0,0,0,0,0,1,0,4,7,0,0,0,14,24,6,2015
4,10,6,19.450001,14,12,0,116,116,21.459999,1052,2.5999999,.91000003,3,2,0,0,0,0,0,0,1,0,6,3,0,0,0,14,22,8,2015
3,9,6,20,15,16,0,252,150,21.309999,4138,1.5,1.625,3,0,0,0,0,0,1,0,0,0,11,10,0,0,0,14,4,26,2015
1,2,6,19.450001,14,16,0,25,50,21.290001,1200,.727,1.875,1,2,1,0,0,0,0,0,1,0,9,2,0,0,0,14,11,19,2015
16,13,7,19.299999,14,14,0,159,136,21.32,502,.57099998,2.75,2,0,0,0,0,0,0,0,1,0,5,1,0,0,0,13,25,8,2015
9,10,6,20,15,14,0,207,157,21.459999,3250,.53299999,2.75,2,1,1,0,0,0,0,1,0,0,10,3,0,0,1,21,10,23,2015
13,5,6,19.450001,15,13,0,247,150,21.51,2308,1.875,2.25,4,0,0,2,0,0,0,0,1,0,1,4,0,0,0,20,33,0,2015
6,1,6,19.450001,15,14,0,85,59,21.5,3105,.30000001,3.75,0,5,0,0,0,0,1,0,0,0,12,9,0,0,0,21,0,33,2015
15,3,6,19.450001,15,14,1,198,159,21.57,1301,4,2.7,2,3,0,0,0,0,0,0,1,0,6,11,0,0,0,21,23,10,2015
4,11,6,19.450001,15,12,0,246,174,21.459999,1300,2.75,2.25,2,1,2,1,0,0,0,1,0,0,5,8,0,0,0,14,24,9,2015
2,16,6,19.450001,15,14,0,139,96,21.440001,750,1.9,2.25,0,0,0,0,0,0,0,1,0,0,2,7,0,0,1,20,27,6,2015
9,4,2,20,16,12,0,246,174,21.5,1500,.40000001,3.3299999,5,0,0,0,0,0,1,0,0,0,10,3,0,0,0,4,7,26,2015
11,1,3,19.450001,16,13,0,6,20,21.5,2000,.72000003,2.4000001,1,6,0,0,0,0,1,0,0,1,8,9,0,0,0,14,13,20,2015
10,6,6,19.450001,17,14,0,170,147,22.08,1734,4.5,2.7,3,0,0,0,1,0,0,0,1,0,3,12,0,1,0,27,26,7,2015
11,13,6,19.450001,17,16,0,202,130,21.530001,1123,.2,5,1,1,0,0,0,0,1,0,0,0,9,1,0,1,1,21,10,23,2015
16,15,6,19.450001,17,16,0,131,102,22.01,601,1.1,2.2,0,1,0,0,0,0,1,0,0,0,7,5,0,1,0,20,19,14,2015
5,4,6,19.450001,17,16,0,200,152,21.530001,450,1.875,2.3,1,1,1,1,0,0,1,0,0,0,6,4,0,1,0,21,21,12,2015
3,2,6,19.450001,17,16,0,217,156,21.530001,3006,.222,5,2,1,1,1,1,0,1,0,0,0,11,2,0,1,0,21,3,30,2015
1,9,6,19.450001,17,16,0,12,25,21.530001,3385,3,2.0999999,6,4,0,1,0,0,0,0,1,1,8,10,1,0,1,21,10,23,2015
11,16,6,20,18,14,0,118,85,21.57,1165,.30000001,3.75,1,0,0,2,0,0,1,0,0,0,9,7,0,0,1,14,10,26,2015
15,9,6,19.450001,18,18,0,209,135,22.08,1644,5,2.75,3,5,1,1,0,0,1,0,0,0,5,10,0,0,0,21,23,13,2015
6,13,6,19.450001,18,18,0,280,164,22.02,2714,.1,7.5,0,2,0,0,0,0,1,0,0,0,12,1,0,0,0,21,0,36,2015
1,5,6,19.450001,18,14,0,53,42,21.57,1762,.61500001,2.5,5,2,0,2,0,0,1,0,0,0,8,6,0,0,1,14,10,26,2015
4,3,6,19.450001,18,16,0,400,283,21.559999,950,3.3329999,2.2,1,3,2,1,0,1,1,0,0,0,4,11,0,0,0,21,26,10,2015
5,6,6,20.049999,19,18,0,32,30,21.549999,2000,10,3.75,2,0,1,0,0,0,0,0,1,0,8,12,0,0,0,21,26,16,2015
13,2,7,18.299999,19,17,0,212,130,22,1452,1.3,2.3,1,0,0,1,0,0,0,0,1,1,1,3,0,0,0,29,42,0,2015
16,1,7,19.299999,19,16,1,119,92,20.030001,681,2.2,2.2,1,3,0,0,0,0,0,0,1,0,6,9,0,0,0,21,28,14,2015
10,15,7,19.450001,19,15,0,138,121,20.09,1698,.80000001,2.4000001,5,3,0,0,0,0,0,0,1,0,2,5,0,0,0,21,35,7,2015
15,6,3,19.450001,19,19,1,287,194,20.07,1005,6,3.5,1,0,0,0,0,0,0,1,1,0,5,12,0,0,0,11,28,14,2015
10,16,7,19.450001,20,16,0,92,73,20.02,1587,1.15,2.2,4,2,0,0,0,1,0,1,0,0,2,7,0,0,0,7,37,8,2015
13,15,7,18.299999,20,18,0,98,99,19.549999,650,2.5,2.0999999,1,2,2,0,1,0,0,0,1,0,1,5,0,0,0,7,45,0,2015
2,4,7,17.450001,20,17,0,274,200,20.059999,350,2.4000001,2.4000001,0,0,0,1,0,0,0,0,1,0,4,3,0,0,0,15,33,12,2015
1,10,6,20.049999,20,16,0,207,157,21.42,1453,1.1,2.3,3,4,0,0,0,0,0,0,1,1,8,3,0,0,0,21,19,26,2015
4,13,6,19.450001,20,15,1,359,285,22,600,.56999999,2.75,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,21,35,10,2015
5,11,6,19.450001,20,17,0,53,42,21.450001,800,6,3.2,4,2,2,0,0,0,0,0,1,1,5,9,0,0,0,14,29,16,2015
16,3,7,19.299999,20,15,0,283,198,21.51,602,3.75,2.4000001,0,4,1,1,0,0,0,0,1,0,7,11,0,0,0,14,28,17,2015
1,4,6,19.450001,21,14,0,246,174,21.34,1354,.80000001,2.4000001,3,0,1,1,0,0,1,0,0,0,8,3,0,0,0,7,16,28,2015
10,11,6,20.049999,21,13,0,207,157,21.48,1482,5,3,5,2,0,0,0,0,0,0,1,0,2,10,0,0,0,13,34,10,2015
15,2,6,19.450001,21,14,0,228,185,21.450001,1010,.61500001,2.8,1,1,0,1,0,0,1,0,0,0,7,4,0,0,0,17,28,16,2015
16,5,7,19.299999,21,15,0,117,105,21.33,471,.833,2.5,2,5,0,0,0,0,0,0,1,0,7,5,0,0,0,20,28,16,2015
9,13,1,16,19,14,1,202,130,21.33,1500,.222,5,3,0,0,0,0,0,1,0,0,1,9,1,0,0,1,46,13,31,2015
6,3,1,18,20,16,0,272,190,21.27,2613,.75,2.5999999,0,4,0,0,1,0,1,0,0,1,12,11,0,0,1,28,0,44,2015
2,6,6,19.450001,21,16,1,116,69,21.110001,1200,10,4,2,0,0,0,0,0,1,0,0,0,6,12,0,0,1,33,28,17,2015
11,15,6,19.450001,21,15,0,207,141,21.139999,1036,.25,4.5,3,3,1,0,1,0,1,0,0,0,10,6,0,0,1,34,11,34,2015
5,9,6,19.450001,22,17,0,53,42,21.18,1000,7,3,1,4,0,0,0,0,0,1,0,0,4,9,0,0,0,14,29,16,2015
